word	frequency	category
access	511	840-Government agencies
repeal	510	840-Government agencies
management	510	840-Government agencies
operation	509	840-Government agencies
examination	508	840-Government agencies
premium	508	840-Government agencies
administrator	508	840-Government agencies
estate	506	840-Government agencies
begin	504	840-Government agencies
risk	503	840-Government agencies
return	502	840-Government agencies
represent	500	840-Government agencies
every	497	840-Government agencies
notify	497	840-Government agencies
hour	496	840-Government agencies
good	495	840-Government agencies
annual	494	840-Government agencies
course	490	840-Government agencies
council	486	840-Government agencies
sentence	485	840-Government agencies
york	482	840-Government agencies
worker	480	840-Government agencies
status	478	840-Government agencies
adult	478	840-Government agencies
governor	475	840-Government agencies
reduce	474	840-Government agencies
broker	473	840-Government agencies
share	473	840-Government agencies
propose	472	840-Government agencies
sell	471	840-Government agencies
failure	471	840-Government agencies
however	469	840-Government agencies
laws	469	840-Government agencies
minimum	468	840-Government agencies
refer	468	840-Government agencies
death	466	840-Government agencies
fail	466	840-Government agencies
administration	464	840-Government agencies
internal	461	840-Government agencies
affect	461	840-Government agencies
develop	460	840-Government agencies
thedepartment	457	840-Government agencies
collect	456	840-Government agencies
due	456	840-Government agencies
seek	456	840-Government agencies
partner	455	840-Government agencies
senate	455	840-Government agencies
licensee	453	840-Government agencies
know	453	840-Government agencies
hospital	452	840-Government agencies
implement	451	840-Government agencies
judgment	451	840-Government agencies
vote	450	840-Government agencies
administer	449	840-Government agencies
temporary	446	840-Government agencies
legislative	446	840-Government agencies
immediately	445	840-Government agencies
determination	444	840-Government agencies
exist	443	840-Government agencies
electronic	441	840-Government agencies
higher	440	840-Government agencies
retirement	440	840-Government agencies
deposit	440	840-Government agencies
ofthis	438	840-Government agencies
level	437	840-Government agencies
receipt	435	840-Government agencies
obligation	434	840-Government agencies
lease	432	840-Government agencies
damage	431	840-Government agencies
tothe	431	840-Government agencies
present	428	840-Government agencies
compliance	427	840-Government agencies
award	427	840-Government agencies
physical	426	840-Government agencies
exempt	425	840-Government agencies
certain	425	840-Government agencies
behalf	424	840-Government agencies
power	424	840-Government agencies
specific	423	840-Government agencies
whose	423	840-Government agencies
traffic	422	840-Government agencies
operator	420	840-Government agencies
petitioner	419	840-Government agencies
direct	417	840-Government agencies
document	417	840-Government agencies
renewal	417	840-Government agencies
official	417	840-Government agencies
device	416	840-Government agencies
ilcs	415	840-Government agencies
train	414	840-Government agencies
sex	414	840-Government agencies
employ	413	840-Government agencies
remain	413	840-Government agencies
issuer	412	840-Government agencies
protection	409	840-Government agencies
current	408	840-Government agencies
directly	408	840-Government agencies
bureau	407	840-Government agencies
educational	406	840-Government agencies
alternative	406	840-Government agencies
crime	406	840-Government agencies
complaint	405	840-Government agencies
recipient	405	840-Government agencies
tier	405	840-Government agencies
commercial	404	840-Government agencies
levy	404	840-Government agencies
commence	402	840-Government agencies
land	398	840-Government agencies
deny	398	840-Government agencies
involve	397	840-Government agencies
thereto	396	840-Government agencies
concern	396	840-Government agencies
executive	395	840-Government agencies
transaction	393	840-Government agencies
final	388	840-Government agencies
source	387	840-Government agencies
consent	387	840-Government agencies
resident	384	840-Government agencies
inthe	380	840-Government agencies
fact	376	840-Government agencies
dependent	376	840-Government agencies
gross	375	840-Government agencies
issuance	375	840-Government agencies
locate	373	840-Government agencies
mail	373	840-Government agencies
event	373	840-Government agencies
resource	372	840-Government agencies
legislature	372	840-Government agencies
suspend	372	840-Government agencies
partnership	372	840-Government agencies
matter	371	840-Government agencies
nurse	368	840-Government agencies
show	368	840-Government agencies
full	366	840-Government agencies
reason	366	840-Government agencies
schedule	365	840-Government agencies
foreign	364	840-Government agencies
certification	364	840-Government agencies
prohibit	364	840-Government agencies
center	363	840-Government agencies
adviser	362	840-Government agencies
rental	362	840-Government agencies
bythe	361	840-Government agencies
regular	361	840-Government agencies
victim	361	840-Government agencies
allege	360	840-Government agencies
proof	360	840-Government agencies
participant	359	840-Government agencies
constitute	358	840-Government agencies
abuse	355	840-Government agencies
precede	355	840-Government agencies
convict	354	840-Government agencies
value	354	840-Government agencies
elect	354	840-Government agencies
modification	353	840-Government agencies
product	349	840-Government agencies
spouse	349	840-Government agencies
connection	348	840-Government agencies
tnc	347	840-Government agencies
responsibility	345	840-Government agencies
life	344	840-Government agencies
type	344	840-Government agencies
test	343	840-Government agencies
manage	343	840-Government agencies
toread	342	840-Government agencies
holder	342	840-Government agencies
performance	342	840-Government agencies
labor	342	840-Government agencies
incur	341	840-Government agencies
adjustment	340	840-Government agencies
rat	340	840-Government agencies
disclose	339	840-Government agencies
disclosure	339	840-Government agencies
seq	339	840-Government agencies
police	339	840-Government agencies
passenger	338	840-Government agencies
limitation	338	840-Government agencies
statutes	337	840-Government agencies
finance	336	840-Government agencies
accept	335	840-Government agencies
last	334	840-Government agencies
ensure	334	840-Government agencies
investigation	334	840-Government agencies
human	334	840-Government agencies
expiration	333	840-Government agencies
portion	333	840-Government agencies
principal	332	840-Government agencies
hereby	331	840-Government agencies
appear	331	840-Government agencies
opportunity	331	840-Government agencies
revoke	329	840-Government agencies
governmental	327	840-Government agencies
technology	326	840-Government agencies
budget	326	840-Government agencies
render	324	840-Government agencies
recommendation	323	840-Government agencies
collection	323	840-Government agencies
exemption	322	840-Government agencies
tribunal	322	840-Government agencies
calendar	321	840-Government agencies
custody	321	840-Government agencies
consistent	321	840-Government agencies
clause	321	840-Government agencies
initial	320	840-Government agencies
small	319	840-Government agencies
advisory	319	840-Government agencies
juvenile	319	840-Government agencies
appeal	318	840-Government agencies
highway	318	840-Government agencies
protect	317	840-Government agencies
counsel	317	840-Government agencies
maximum	315	840-Government agencies
secure	314	840-Government agencies
degree	314	840-Government agencies
excess	313	840-Government agencies
deliver	313	840-Government agencies
economic	312	840-Government agencies
capital	311	840-Government agencies
four	310	840-Government agencies
own	309	840-Government agencies
water	308	840-Government agencies
authorization	307	840-Government agencies
entitle	306	840-Government agencies
earn	306	840-Government agencies
original	306	840-Government agencies
subsequent	305	840-Government agencies
item	305	840-Government agencies
claimant	303	840-Government agencies
function	303	840-Government agencies
motion	302	840-Government agencies
natural	302	840-Government agencies
dealer	301	840-Government agencies
justice	300	840-Government agencies
modify	300	840-Government agencies
penal	300	840-Government agencies
contribution	299	840-Government agencies
similar	299	840-Government agencies
commitment	299	840-Government agencies
week	298	840-Government agencies
impact	298	840-Government agencies
intend	295	840-Government agencies
percentage	295	840-Government agencies
sections	295	840-Government agencies
treasurer	294	840-Government agencies
expire	293	840-Government agencies
termination	292	840-Government agencies
nothing	292	840-Government agencies
assist	291	840-Government agencies
discharge	291	840-Government agencies
prepare	290	840-Government agencies
notification	290	840-Government agencies
adjust	289	840-Government agencies
alcohol	288	840-Government agencies
opinion	288	840-Government agencies
furnish	288	840-Government agencies
maintenance	287	840-Government agencies
say	287	840-Government agencies
category	287	840-Government agencies
participation	286	840-Government agencies
guardian	286	840-Government agencies
drive	286	840-Government agencies
behavioral	286	840-Government agencies
residence	286	840-Government agencies
learn	285	840-Government agencies
net	285	840-Government agencies
surrender	285	840-Government agencies
method	285	840-Government agencies
payable	284	840-Government agencies
revocation	282	840-Government agencies
design	282	840-Government agencies
eff	280	840-Government agencies
restrain	280	840-Government agencies
insure	280	840-Government agencies
location	279	840-Government agencies
clerk	279	840-Government agencies
wag	279	840-Government agencies
appropriation	278	840-Government agencies
primary	277	840-Government agencies
debt	276	840-Government agencies
privilege	276	840-Government agencies
option	276	840-Government agencies
municipal	274	840-Government agencies
disable	274	840-Government agencies
aid	274	840-Government agencies
fish	274	840-Government agencies
actual	273	840-Government agencies
bail	272	840-Government agencies
cannabis	272	840-Government agencies
regulatory	271	840-Government agencies
crisis	270	840-Government agencies
sum	270	840-Government agencies
accident	270	840-Government agencies
promulgate	268	840-Government agencies
exercise	267	840-Government agencies
equipment	267	840-Government agencies
bring	267	840-Government agencies
chief	266	840-Government agencies
suspension	263	840-Government agencies
political	263	840-Government agencies
audit	262	840-Government agencies
exclude	262	840-Government agencies
sign	262	840-Government agencies
session	261	840-Government agencies
